TEfam	replicate	trunc_start	trunc_end	average_hq_cov	average_hq_cov_outside_truncs	coverage_ratio
PPI251	R2	766	1779	1.02904150977228	7.06205372514815	85.4285799878888
PPI251	R2	766	1778	1.0263880463071	7.06205372514815	85.4661535262454
PPI251	R3	164	1049	22.007555099528	20.3808605834966	-7.98148100452927
PPI251	R3	318	1157	19.9902134199134	20.3808605834966	1.91673537033829
PPI251	R3	2552	2855	19.9123974282297	20.3808605834966	2.29854452586909
PPI251	R3	2295	2846	18.5705894268775	20.3808605834966	8.88221156904937
PPI251	R3	65	2585	18.402886444773	20.3808605834966	9.70505700983645
PPI251	R3	296	1465	18.1919484071484	20.3808605834966	10.7400380243055
PPI251	R3	136	2437	18.0970114524919	20.3808605834966	11.2058522830683
PPI251	R3	156	2411	17.9928502981947	20.3808605834966	11.7169256691526
PPI251	R3	226	2757	17.742380583082	20.3808605834966	12.945871395397
PPI251	R3	205	2563	17.7283637905122	20.3808605834966	13.0146456873972
PPI251	R3	206	2602	17.7081514772253	20.3808605834966	13.1138186992729
PPI251	R3	307	1642	17.6980728769733	20.3808605834966	13.1632699980083
PPI251	R3	307	1676	17.6517185799602	20.3808605834966	13.3907103301927
PPI251	R3	231	2474	17.6239059309674	20.3808605834966	13.5271748768138
PPI251	R3	244	2686	17.5972568005061	20.3808605834966	13.6579305451143
PPI251	R3	288	2043	17.4907836508594	20.3808605834966	14.1803478847084
PPI251	R3	303	2733	17.458614973262	20.3808605834966	14.3381855651419
PPI251	R3	282	2611	17.4162374170893	20.3808605834966	14.5461137632622
PPI251	R3	370	1659	17.3898016208598	20.3808605834966	14.675822693468
PPI251	R3	527	1420	17.2152524913565	20.3808605834966	15.5322591956861
PPI251	R3	2226	2281	17.1665243506494	20.3808605834966	15.7713469442507
PPI251	R3	406	2262	17.0733690213933	20.3808605834966	16.2284195436851
PPI251	R3	403	2384	17.0512309879828	20.3808605834966	16.3370412248933
PPI251	R3	541	2564	16.7292432177506	20.3808605834966	17.9168948768674
PPI251	R3	555	2647	16.7208700864353	20.3808605834966	17.9579781828497
PPI251	R3	1742	2220	16.7100709812109	20.3808605834966	18.0109646854569
PPI251	R3	1735	2216	16.7048129007922	20.3808605834966	18.0367637943667
PPI251	R3	1742	2217	16.6993926661574	20.3808605834966	18.0633585233409
PPI251	R3	1740	2216	16.698364398704	20.3808605834966	18.0684037835699
PPI251	R3	535	1991	16.6340071753915	20.3808605834966	18.3841766286313
PPI251	R3	1471	2599	16.5311637007811	20.3808605834966	18.888784734796
PPI251	R3	656	2144	16.0602940960987	20.3808605834966	21.1991366591092
PPI251	R3	652	1903	16.0454481556782	20.3808605834966	21.271979218233
PPI251	R3	1423	2188	16.0328134346072	20.3808605834966	21.3339722877565
PPI251	R3	738	2357	15.8314108305275	20.3808605834966	22.3221670857856
PPI251	R3	984	2690	15.7505789529744	20.3808605834966	22.7187738788205
PPI251	R3	923	2482	15.4890058275058	20.3808605834966	24.0021992003222
PPI251	R3	798	2213	15.4654530688238	20.3808605834966	24.1177623218376
PPI251	R3	802	2216	15.4540276903309	20.3808605834966	24.1738216744157
PPI251	R3	951	2338	15.2749183259104	20.3808605834966	25.05263326182
PPI251	R3	953	2339	15.2728595398833	20.3808605834966	25.0627348275445
PPI251	R3	1069	2350	15.2248174726989	20.3808605834966	25.2984563123543
PPI251	R3	1069	2347	15.2218556400597	20.3808605834966	25.3129887342168
PPI251	R3	1066	2347	15.2193445610552	20.3808605834966	25.3253095044524
PPI251	R3	1065	2347	15.2187003471976	20.3808605834966	25.3284703810744
PPI251	R3	751	1746	15.1970815078496	20.3808605834966	25.434544603306
PPI251	R3	1151	2192	15.152699528878	20.3808605834966	25.6523076304839
PPI251	R3	1362	1697	14.7192740800866	20.3808605834966	27.7789374016645
PPI251	R3	1362	1696	14.7142035278155	20.3808605834966	27.8038163916873
PPI251	R3	803	1671	14.6847716288315	20.3808605834966	27.9482258922745
PPI251	R3	980	1798	14.3538884448884	20.3808605834966	29.571725462312
PPI251	R3	894	1392	13.8545687739115	20.3808605834966	32.0216694621317
PPI251	R3	1075	1720	13.7806180692373	20.3808605834966	32.3845133389701
PPI251	R3	1074	1720	13.7798594913587	20.3808605834966	32.3882353499982
PPI251	R3	903	1394	13.7760243902439	20.3808605834966	32.4070525196614
PPI251	R3	1071	1716	13.7613415423586	20.3808605834966	32.4790948547983
PPI251	R3	1241	1583	13.4066954677975	20.3808605834966	34.2191885721766
PPI251	R3	1013	1551	13.3552093101703	20.3808605834966	34.4718087077015
