TEfam	replicate	trunc_start	trunc_end	average_hq_cov	average_hq_cov_outside_truncs	coverage_ratio
PPI251	R2	185	2563	176.012686766785	315.457933970256	44.2040703964729
PPI251	R2	214	2619	175.94857553087	315.457933970256	44.2243936247108
PPI251	R2	189	2563	175.4035215311	315.457933970256	44.3971754574291
PPI251	R2	190	2563	175.249904265911	315.457933970256	44.4458720501114
PPI251	R2	193	2569	175.192603357938	315.457933970256	44.4640364079553
PPI251	R2	193	2567	175.058717703349	315.457933970256	44.506478090402
PPI251	R2	192	2563	174.947340180898	315.457933970256	44.5417847067388
PPI251	R2	193	2563	174.79935585292	315.457933970256	44.5886956612728
PPI251	R2	370	2659	163.236959110758	315.457933970256	48.253969378323
PPI251	R2	372	2659	163.131794342022	315.457933970256	48.2873065549833
PPI251	R2	304	2459	151.391971664699	315.457933970256	52.0088242006386
PPI251	R2	309	2459	150.732893791471	315.457933970256	52.2177515415784
PPI251	R2	310	2459	150.60266384778	315.457933970256	52.2590343655835
PPI251	R2	314	2463	150.365623678647	315.457933970256	52.3341759751636
PPI251	R2	314	2462	150.29683996785	315.457933970256	52.3559803754941
PPI251	R2	313	2460	150.287370915863	315.457933970256	52.3589820600192
PPI251	R2	314	2461	150.226764855256	315.457933970256	52.3781941495182
PPI251	R2	314	2460	150.15857221493	315.457933970256	52.3998111808187
PPI251	R2	314	2459	150.088579174786	315.457933970256	52.4219989379193
PPI251	R2	206	1634	138.23684712768	315.457933970256	56.1789917952376
PPI251	R2	207	1634	137.968232747645	315.457933970256	56.2641424131519
PPI251	R2	210	1637	137.132480264833	315.457933970256	56.5290755128818
PPI251	R2	210	1640	137.086335048599	315.457933970256	56.5437035222817
PPI251	R2	665	2559	135.603454065723	315.457933970256	57.0137760179115
PPI251	R2	525	1326	81.1314894581728	315.457933970256	74.2813602951503
PPI251	R2	526	1326	80.8541595732607	315.457933970256	74.36927372355
PPI251	R2	527	1327	80.498581318806	315.457933970256	74.4819918441499
PPI251	R2	529	1328	79.8876136363636	315.457933970256	74.6756682797852
PPI251	R2	529	1329	79.8253319713994	315.457933970256	74.695411534989
PPI251	R2	529	1330	79.7636590342326	315.457933970256	74.7149618237995
PPI251	R2	527	1440	74.8357867515417	315.457933970256	76.277094758822
PPI251	R2	533	1440	73.4318181818182	315.457933970256	76.7221520607746
PPI251	R2	614	1546	53.0391698333821	315.457933970256	83.186610916439
PPI251	R2	614	1544	52.9551801581877	315.457933970256	83.2132355995266
PPI251	R2	617	1546	52.3936461388074	315.457933970256	83.3912415898382
PPI251	R2	617	1545	52.3470006849985	315.457933970256	83.4060281742877
PPI251	R2	618	1548	52.2710672785861	315.457933970256	83.430099024387
PPI251	R2	618	1546	52.177512476759	315.457933970256	83.4597558476121
PPI251	R2	618	1545	52.1305838557994	315.457933970256	83.4746321959001
PPI251	R2	619	1546	52.0070532915361	315.457933970256	83.5137913201322
PPI251	R2	747	1779	47.7795476546687	315.457933970256	84.853908394907
PPI251	R2	756	1779	46.7551491477273	315.457933970256	85.178642185574
PPI251	R2	769	1785	46.6101725216769	315.457933970256	85.2245997001706
PPI251	R2	765	1782	46.3566708340775	315.457933970256	85.3049596024906
PPI251	R2	769	1783	46.1811016569637	315.457933970256	85.3606149397662
PPI251	R2	770	1782	45.9814233150857	315.457933970256	85.4239128696566
PPI251	R2	769	1782	45.9662901201363	315.457933970256	85.4287100845369
PPI251	R2	764	1779	45.919201861131	315.457933970256	85.4436370380018
PPI251	R2	768	1781	45.850277927201	315.457933970256	85.465485888992
PPI251	R2	765	1779	45.8170174652933	315.457933970256	85.4760294380127
PPI251	R2	769	1781	45.7550031409854	315.457933970256	85.4956879463683
PPI251	R2	767	1780	45.7399139322216	315.457933970256	85.5004712176507
PPI251	R2	766	1779	45.7170521785906	315.457933970256	85.507718381589
4PPI251	R3	152	1048	960.838654099524	884.631152056283	-8.61460755322712
PPI251	R3	164	1049	955.859224297148	884.631152056283	-8.05172552145584
PPI251	R3	164	1052	954.806217404643	884.631152056283	-7.93269208135401
PPI251	R3	318	1157	868.40974025974	884.631152056283	1.83369212793795
PPI251	R3	2552	2855	863.540968899522	884.631152056283	2.38406516746991
PPI251	R3	2292	2849	806.029977191268	884.631152056283	8.88519183190766
PPI251	R3	2295	2846	805.247035573123	884.631152056283	8.97369669818161
PPI251	R3	2290	2846	804.592622817039	884.631152056283	9.0476724737986
PPI251	R3	65	2585	798.070390537665	884.631152056283	9.78495515531093
PPI251	R3	294	1465	790.069422897921	884.631152056283	10.6893962459447
PPI251	R3	296	1465	789.564724164724	884.631152056283	10.7464481293228
PPI251	R3	296	1468	789.098271719755	884.631152056283	10.7991765963098
PPI251	R3	136	2437	784.909288365848	884.631152056283	11.2727054048048
PPI251	R3	152	2411	781.331898632341	884.631152056283	11.6770987754419
PPI251	R3	155	2411	780.631006565433	884.631152056283	11.7563286403725
PPI251	R3	156	2411	780.401555448098	884.631152056283	11.7822661304554
PPI251	R3	156	2413	780.376439326838	884.631152056283	11.7851052935577
PPI251	R3	156	2414	780.3672179967	884.631152056283	11.786147686211
PPI251	R3	156	2415	780.359090909091	884.631152056283	11.7870663840875
PPI251	R3	214	2059	773.662858268492	884.631152056283	12.5440183210653
PPI251	R3	218	2063	772.497192947897	884.631152056283	12.675786834743
PPI251	R3	219	2063	772.259177137226	884.631152056283	12.7026924902943
PPI251	R3	220	2064	771.970386794777	884.631152056283	12.7353377732212
PPI251	R3	221	2065	771.670411431387	884.631152056283	12.7692474272836
PPI251	R3	226	2757	769.492567858682	884.631152056283	13.0154340518042
PPI251	R3	205	2563	768.908744074916	884.631152056283	13.0814303466903
PPI251	R3	304	1640	768.5373631604	884.631152056283	13.1234117887471
PPI251	R3	206	2602	768.001175712064	884.631152056283	13.184023202565
PPI251	R3	307	1642	767.765446379967	884.631152056283	13.2106703912322
PPI251	R3	307	1676	765.718115461181	884.631152056283	13.4421036743613
PPI251	R3	231	2474	764.43356020094	884.631152056283	13.5873116808005
PPI251	R3	240	2684	763.724223833426	884.631152056283	13.6674961018289
PPI251	R3	244	2688	763.258895705521	884.631152056283	13.7200974743697
PPI251	R3	244	2686	763.171510437986	884.631152056283	13.7299756328917
PPI251	R3	288	2043	758.799544419134	884.631152056283	14.2241890696093
PPI251	R3	300	2731	757.435331937799	884.631152056283	14.3784016448916
PPI251	R3	303	2733	757.165364047717	884.631152056283	14.4089192102582
PPI251	R3	282	2611	755.333593445181	884.631152056283	14.6159852397867
PPI251	R3	370	1659	754.34052149401	884.631152056283	14.7282435464113
PPI251	R3	314	2459	751.24697110904	884.631152056283	15.077943009038
PPI251	R3	527	1420	746.989831197885	884.631152056283	15.5591763345048
PPI251	R3	527	1423	746.586399108138	884.631152056283	15.6047808883133
PPI251	R3	2226	2281	743.936688311688	884.631152056283	15.9043080743378
PPI251	R3	406	2262	740.486904587066	884.631152056283	16.2942766749917
PPI251	R3	399	2384	740.010848667948	884.631152056283	16.3480907327502
PPI251	R3	400	2384	739.893840164873	884.631152056283	16.3613175451684
PPI251	R3	403	2385	739.553752349516	884.631152056283	16.3997615695017
PPI251	R3	403	2384	739.534905054582	884.631152056283	16.4018920953023
PPI251	R3	541	2564	725.333587854833	884.631152056283	18.0072297738069
PPI251	R3	555	2647	724.900360509056	884.631152056283	18.0562024269596
PPI251	R3	1742	2220	724.675650028468	884.631152056283	18.0816040285271
PPI251	R3	1735	2216	724.462844209732	884.631152056283	18.1056599096976
PPI251	R3	1738	2216	724.285443158094	884.631152056283	18.1257135841839
PPI251	R3	1742	2217	724.218678380443	884.631152056283	18.1332607723534
PPI251	R3	1740	2216	724.178197064989	884.631152056283	18.1378368394927
PPI251	R3	534	1995	721.491543340381	884.631152056283	18.4415401081787
PPI251	R3	535	1991	721.373369938229	884.631152056283	18.4548986024931
PPI251	R3	1471	2599	716.36387792898	884.631152056283	19.0211789101225
PPI251	R3	648	1902	696.716696848968	884.631152056283	21.2421250111436
PPI251	R3	649	1902	696.452588081775	884.631152056283	21.2719802526846
PPI251	R3	656	2145	696.282062233069	884.631152056283	21.2912567441702
PPI251	R3	656	2144	696.240735087612	884.631152056283	21.2959284251709
PPI251	R3	650	1902	696.184720307625	884.631152056283	21.3022604178728
PPI251	R3	652	1905	695.660214586052	884.631152056283	21.3615513122025
PPI251	R3	652	1903	695.648634911414	884.631152056283	21.3628602955693
PPI251	R3	1423	2191	694.895259486937	884.631152056283	21.4480229560438
PPI251	R3	1423	2188	694.618561595063	884.631152056283	21.4793012906617
PPI251	R3	1423	2187	694.518954248366	884.631152056283	21.4905610508979
PPI251	R3	1419	2188	694.242739079103	884.631152056283	21.5217848178454
PPI251	R3	738	2357	686.196745230079	884.631152056283	22.4313157370677
PPI251	R3	981	2691	682.529089846448	884.631152056283	22.8459128688899
PPI251	R3	984	2690	682.353304574746	884.631152056283	22.8657838932477
PPI251	R3	981	2688	682.174632744305	884.631152056283	22.8859812184296
PPI251	R3	923	2482	671.152331002331	884.631152056283	24.1319583374077
PPI251	R3	798	2213	670.240755007704	884.631152056283	24.235004221843
PPI251	R3	802	2216	669.737680693864	884.631152056283	24.2918724784797
PPI251	R3	949	2337	661.872701093003	884.631152056283	25.1809412821929
PPI251	R3	951	2338	661.760217448258	884.631152056283	25.1936565980039
PPI251	R3	953	2339	661.668086779839	884.631152056283	25.2040711835862
PPI251	R3	747	1746	659.830181818182	884.631152056283	25.4118306500469
PPI251	R3	1069	2350	659.418167635796	884.631152056283	25.4584053361664
PPI251	R3	1069	2349	659.36839117167	884.631152056283	25.4640321405142
PPI251	R3	1065	2351	659.33460478915	884.631152056283	25.4678514026373
PPI251	R3	1069	2347	659.287795863245	884.631152056283	25.4731427521219
PPI251	R3	1068	2347	659.247230113636	884.631152056283	25.4777283638217
PPI251	R3	1069	2346	659.246621140987	884.631152056283	25.4777972029812
PPI251	R3	1067	2347	659.215243772621	884.631152056283	25.481344146619
PPI251	R3	1066	2347	659.18231456531	884.631152056283	25.4850665124022
PPI251	R3	1065	2347	659.155388648764	884.631152056283	25.488110257412
PPI251	R3	751	1749	658.727090727091	884.631152056283	25.5365256812502
PPI251	R3	751	1746	658.471613727638	884.631152056283	25.5654051751341
PPI251	R3	769	1781	656.902270483712	884.631152056283	25.7428060320085
PPI251	R3	1152	2193	656.444512301518	884.631152056283	25.7945516868082
PPI251	R3	1151	2192	656.207293666027	884.631152056283	25.8213672285105
PPI251	R3	1362	1697	636.322510822511	884.631152056283	28.0691721805852
PPI251	R3	803	1671	636.103567318757	884.631152056283	28.093921874652
PPI251	R3	1362	1696	636.098507462687	884.631152056283	28.0944938481868
PPI251	R3	804	1672	635.936604247306	884.631152056283	28.112795624583
PPI251	R3	980	1798	621.382062382062	884.631152056283	29.758062336185
PPI251	R3	882	1392	604.927059242128	884.631152056283	31.6181599714182
PPI251	R3	894	1392	600.417198032428	884.631152056283	32.1279612823054
PPI251	R3	895	1392	600.015151515152	884.631152056283	32.1734092089743
PPI251	R3	898	1393	598.825879765396	884.631152056283	32.3078462279501
PPI251	R3	901	1393	597.721740733911	884.631152056283	32.4326597198691
PPI251	R3	903	1394	596.966925351072	884.631152056283	32.5179851553441
PPI251	R3	903	1398	596.900476539589	884.631152056283	32.5254966262354
PPI251	R3	1075	1720	595.984801576133	884.631152056283	32.6290058641057
PPI251	R3	1074	1720	595.954756217507	884.631152056283	32.6324022354132
PPI251	R3	1071	1716	595.151702786378	884.631152056283	32.7231805704586
PPI251	R3	1241	1583	579.371587596077	884.631152056283	34.5069878842322
PPI251	R3	1013	1554	578.126467628313	884.631152056283	34.6477380675002
PPI251	R3	1013	1553	578.022349185011	884.631152056283	34.6595077686982
PPI251	R3	1013	1551	577.772474278968	884.631152056283	34.6877539937449
